title,count
1991–2015 Middle school youth risk behavior survey data,1
J Appl Crystallogr,1
Annals of Hematology,1
"Property, Substance, and Effect: Anthropological Essays on Persons and Things",1
Journal of Addictive Diseases,1
J Public Transp.,1
Recommendation. Rev. 1,1
Pediatric Nutrition,1
Scientific Report of the 2015 Dietary Guidelines Advisory Committee,1
Particulate Science and Technology,1
Bullying at School: What We Know and What We can Do,1
Time Limits. Lyft Website,1
J Neuropsychiatry Clin Neurosci,1
Statistician.,1
"Information Theory and Applications Workshop, ITA 2009",1
Blood screening for viral hepatitis and HIV/AIDS terminal evaluation,1
Tinnitus handbook,1
Alternative Healing: The Complete A-Z Guide to over 160 Different Alternative Therapies,1
Dietary Supplement Fact Sheet Folate — Health Professional Fact Sheet.,1
Mechanical behavior of materials,1
"Educational planning for the gifted: Overcoming cultural, geographic and socioeconomic barriers",1
Arts Education Policy Review,1
God’s new Israel: religious interpretations of American destiny,1
Oncology (Switzerland),1
J Genomics,1
"Iron Deficiency Anemia Assessment, Prevention and Control",1
Lat. Am. J. Pharm.,1
"Public Health Workforce Enumeration, 2012",1
IJROBP,1
Journal of Postgraduate Medicine,1
Romanian journal of internal medicine = Revue roumaine de médecine interne,1
World Affairs,1
The Safety Trap,1
Ecol Monogr,1
Clinical Aphasiology,1
Nepalese journal of ophthalmology : a biannual peer-reviewed academic journal of the Nepal Ophthalmic Society : NEPJOPH,1
Personal Causation: The Internal Affective Determinants of Behavior,1
J Gastroenterol Hepatol,1
J. Res. Natl. Bur. Stand.,1
"International Conference on Advanced Communication Technology, ICACT",1
Tsao Foundation: Community for Successful Aging,1
Samarium Hexaboride: A Trivial Surface Conductor,1
"Trends in Hospitalizations with a Red Blood Cell Transfusion, 2000-2013",1
J. Roy. Statist. Soc. Ser. A,1
Cinema Journal,1
China's transition to a market economy how far across the river,1
Cerebro-Vasc Dis Extra,1
The 2003 Queensland Core Skills Test Retrospective,1
Advanced Engineering Mathematics,1
J. Phys. Chem. B,1
AAPA letter of support for Sen Udall BUP study 03282014,1
Fetal Echocardiography,1
Affordable Care Act rules on expanding access to preventive services for women,1
Poverty in the United Kingdom: A Survey Of Household Resources And Standards of Living,1
Eur J Microbiol Immunol (Bp),1
Myanmar's Log Export Ban to Hurt Businessmen But Help Forests,1
Pedestrians: 2014 Data,1
Journal of Molecular Structure: THEOCHEM,1
Voluntary Medical Male Circumcision for HIV Prevention in 14 Priority Countries in East and Southern Africa,1
Corruptive Patterns of Patronage in Southeast Europe,1
Obesity and Total Joint Arthroplasty,1
Method 1604: Total Coliforms and Escherichia Coli in Water by Membrane Filtration Using A Simultaneous Detection Technique (MI Medium),1
Nagoya Journal of Medical Science,1
School Psychology Quarterly,1
JSAS: Catalog of Selected Documents in Psychology,1
Online Victimization: A Report on the Nation's Youth (6-00-020),1
Neurological Surgery,1
Facts & stats: Domestic violence in communities of color,1
Proceedings of the Biological Society of Washington,1
Korean Soc. Mech. Eng.,1
Gas. Enzymol.,1
Geological Survey Scientific Investigations Report 2015-5133,1
Ministry of Foreign Affairs of the People’s Republic of China,1
Adv. Mater. Res.,1
American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,1
Magnetic Resonance Imaging: Physical Principles and Sequence Design,1
"Mesozoic Systems of the Rocky Mountain Region, Society for Sedimentary Geology (SEPM)",1
Patients Who Are Privately Insured Receive Limited Follow-up Services after Opioid-Related Hospitalizations,1
"Special Publications of the Museum of Texas Tech University, Number 55",1
"Flow Sensing in Air and Water: Behavioral, Neural and Engineering Principles of Operation",1
Childhood Arthritis and Rheumatology Research Alliance,1
Voltaire’s Politics,1
MRI-safe Disc Magnet for Implants,1
Seminars in Cardiothoracic and Vascular Anesthesia,1
"Summa Theologica II, 2, 35. Bellebaum, Langeweile",1
Jets in proton–proton collisions at √ s=13 TeV. Eur. Phys. J,1
Dirección Regional de Salud Tumbes,1
Africa's Youthful Population: Risk or Opportunity?,1
Auk,1
World Bank Research Observer,1
Geophysical Journal International,1
'Carter Center Releases National Journalism Guide for Reporting on Behavioral Health.',1
Danish medical bulletin,1
National Vital Statistics Report,1
"Putin’s War Against Ukraine. Revolution, Nationalism, and Crime",1
WHO. Towards Universal Access Scaling Up Priority HIV/AIDS Interventions in the Health Sector.,1
Mental Health in the Workplace.,1
MATLAB [Computer Software],1
Point of Care,1
Confidential Document RJR: The Importance of Younger Adults,1
Journal of Heat Transfer,1
Genetic Testing and Molecular Biomarkers,1
Journal of Bioethical Inquiry,1
Joint Commissioning Panel for Mental Health,1
Australian family physician,1
J Spinal Disord Tech,1
Journal of Magnetic Resonance - Series B,1
The World Bank–Cambodia data,1
"Clinical Medicine, Journal of the Royal College of Physicians of London",1
International Journal of Nephrology and Renovascular Disease,1
Overview of six commercial and research wake models for large offshore wind farms,1
Perioper Med (Lond),1
"Harmonic Analysis: Real-variable Methods, Orthogonality and Oscillatory Integrals",1
Sci. Conf. XLIV,1
Microbial Cell Factories,1
Ghana medical journal,1
Centers for Medicare & Medicaid Services. Core measures,1
What Is Good and Why,1
Amer. J. Physiol.,1
Health Care Analysis,1
"Informe Epidemiológico Ano II, Número 7: Semana Epidemiológica 7. Atualização Da Situação Epidemiológica Da Dengue, Chikungunya, Zika E Dos Casos De Microcefalia Em Sergipe",1
Journal of Chemical Information and Computer Sciences,1
Chin Med Abstr Otolaryngol,1
Essential Cardiology: Principles and Practice,1
Journal of Pharmacy and Bioallied Sciences,1
Vaccines,1
"Alimentary Pharmacology and Therapeutics, Supplement",1
"Nutrient and Suspended-sediment Trends Loads, and Yields and Development of An Indicator of Streamwater Quality at Nontidal Sites in the Chesapeake Bay Watershed, 1985-2010",1
Vision Sciences Society,1
Case Rep Neurol Med.,1
NEJM J Watch,1
The economic impact of counterfeiting and piracy,1
IMF Policy Papers',1
B.E. Journal of Economic Analysis and Policy,1
Journal of Comparative Psychology,1
SvAL,1
International Journal of Oral and Maxillofacial Surgery,1
The Prevention and Treatment of Missing Data in Clinical Trials,1
"Proceedings - 2011 IEEE International Conference on Computer Science and Automation Engineering, CSAE 2011",1
Journal of Special Education,1
Structures Congress 2012 - Proceedings of the 2012 Structures Congress,1
"Heterogeneity, ecosystems, and biodiversity",1
An Efficient and Accurate Hybrid Method for Simulating Non-Linear Neutrino Structure,1
"The Callahan Expedition, 1855",1
PLoS Clin Trials.,1
National Standing Orders for Community Health Officers and Community Health Extension Workers,1
Estimating Seasonal Influenza-associated Deaths in the United States,1
"Setting Priorities, Targeting Subsidies among Water, Sanitation, and Preventive Health Interventions in Developing Countries",1
Math. Oper. Res.,1
Why do English learners struggle with reading? Distinguishing Language Acquisition from Learning Disabilities,1
"JMP® Pro, Version 1210",1
Advances in Six-degree-of-freedom Dynamics and Control of Underwater Vehicle,1
Demokratischer Staat und transnationaler Terrorismus: Drei Wege zur Unnachgiebigkeit in Westeuropa 1972–1975 [Democratic State and Transnational Terrorism. Three Ways to Intransigence in Western Europe 1972–1975],1
SID Digest '92,1
Journal of Business Venturing,1
Ex-post evaluation of Japanese technical cooperation project “The Research and Control of Infectious Diseases Project in the Republic of Kenya”,1
Advances in Microbial Physiology,1
Ann Pediatr,1
CNS Neuroscience and Therapeutics,1
Journal of Palliative Care,1
Biomed. Mater. Eng.,1
Proceedings of the Centre for Mathematical Analysis,1
The Broadview Anthology of Victorian Short Stories,1
Philippines 1 Biophysical Monitoring Report,1
Spitz and Fisher’s medicolegal investigation of death: guidelines for the application of pathology to crime investigation,1
"Die Gelenkdenervation und Ihre Anatomischen Grundlagen. Ein Neues Behandlungsprinzip in der Handchirurgie. (Hefte Zur Unfallheilkunde, H 86)",1
Landolt Börnstein,1
"Proceedings of the 2015 IEEE International Symposium on Hardware-Oriented Security and Trust, HOST 2015",1
Highlights of PRALUENT prescribing information 2017,1
International Journal of Geographical Information Science,1
SCQ: Social Communication Questionnaire,1
Protein Transport into The Endoplasmic Reticulum,1
Critical Reviews in Eukaryotic Gene Expression,1
Sénégal Enquéte Démographique et de Santé Continue (EDS-Continue) 2015,1
CERN Report No. LHCHXSWG-2015-001,1
Journal de Radiologie,1
Organisms Diversity and Evolution,1
Environmental Chemistry of Arsenic,1
Sozial- und Praventivmedizin,1
"Women, Motherhood and Living with HIV/AIDS: A Cross-Cultural Perspective",1
Child Mortality and Injury in Asia: Survey Results and Evidence,1
PHILOS. TRANS. R. SOC. -A,1
Annual Review of Biophysics and Biomolecular Structure,1
Home visiting evidence of effectiveness review: executive summary,1
Advances in skin & wound care,1
Approval Letter - Provenge,1
"Human Insulin Market by Product (Drug and Drug Delivery Devices) for Type 1 Diabetes, Type 2 Diabetes Application—Global Industry Perspective, Comprehensive Analysis, Size, Share, Growth, Segment, Trends and Forecast, 2015–2021: Zion Market Research",1
Spitzer Proposal,1
"South African National HIV Prevalence, Incidence and Behavioural Survey, 2012",1
"Cartesian: Mobile Access, National Voice Calls and SMS",1
J Mark Res.,1
"Proceedings of the 24th ACM Workshop on Network and Operating Systems Support for Digital Audio and Video, NOSSDAV 2014",1
"Presentation given at the UNIDO forum on inclusive and sustainable industrial development, Vienna, 23–24 June 2014",1
The Politics of African Industrial Policy: A Comparative Perspective,1
A Comprehensive Study on Nonlinear Model-based Tracking Control of Underwater Vehicles with Three Degree-of-freedom Fully-coupled Dynamical Plant Models: Theory and Experimental Evaluation,1
Transfer to characteristic zero,1
"World Alzheimer Report 2015 The Global Impact of Dementia An Analysis of Prevalence, Incidence, Cost and Trends",1
TX,1
SEER cancer stat facts: acute myeloid leukemia,1
Comparison of TDNN-LSTMs and CNN-TDNN-LSTMs,1
Diplomatic History,1
"Amid tension, China blocks vital exports to Japan.",1
Asia Pac J Clin Nutr,1
"C. r. Acad. Sci., Paris",1
TrAC - Trends in Analytical Chemistry,1
Current review of pain,1
Journal of Reproductive and Infant Psychology,1
Christchurch CBD Cordon,1
Neuropsychiatr. Dis. Treat,1
CurriculumDevelopment for Medical Education: A Six-Step Approach,1
Replication research in applied linguistics,1
"Philosophical Transactions - Royal Society of London, B",1
Business Lawyer,1
"Acta paediatrica (Oslo, Norway : 1992). Supplement.",1
J Community Hosp Intern Med Perspect.,1
Towards An Ontological Language for Game Analysi,1
Current surgical therapy,1
Frailty: Language and Perceptions,1
30th Symp. Cryptogr. Inf. Secur.,1
Molecular Beam Epitaxy: Fundamentals and Current Status,1
triple and n-parton scatterings in high-energy proton and nuclear collisions,1
B.C. Shale Scenario Tool,1
Port Distances,1
Optical Materials Express,1
J. R. Stat. Soc. Ser. B Stat. Methodol.,1
SPARKY 3,1
Restoration Ecology,1
Scientific American,1
European Physical Journal: Special Topics,1
Revista de neurologia,1
Journal of Colloid Science,1
Journal of Experimental and Clinical Cancer Research,1
VDI Zeitschrift,1
Astrophysics and Space Science Proceedings,1
Journal of the American Board of Family Practice,1
Annals of Advances in Automotive Medicine,1
United States District Court for the District of Columbia,1
Golden Holocoaust: The Origins of the Cigarette Catastrophe and the Case for Abolition,1
Radio Free Europe/Radio Liberty,1
The Work of the Honourable Robert Boyle,1
Globalization and health,1
Unintended Consequences of CJR,1
CDC. 10 Leading Causes of Death by Age Group,1
Handbook of Econometrics,1
Presidential Policy Directive/PPD-8: National Preparedness,1
Negotiating Reproductive Outcomes in Uganda,1
Centeringwoman: Gender Discourses in Caribbean Slave Society,1
International mediation in theory and practice,1
The art and craft of semantics: A Festschrift for Irene Heim,1
Ibex,1
International Journal of Surgical Oncology,1
Mater. Sci. Eng.,1
Journal of Elasticity,1
ECS Trans.,1
Euroscicon. Smoking Science Summit,1
J R Stat Soc Series B (Methodol),1
Kenya demographic and health survey 2008-09,1
Mechanics of the Cell,1
Stop the Bleed,1
NACA–1530,1
Evaluation of PEPFAR,1
Ethnic Conflict in the Post-Soviet World: Case Studies and Analysis,1
